doc_id,domain,corpus,drug_group,group_fold,axis1_role,cv_round1,cv_round2,cv_round3,cv_round4
cadecv2:CYMBALTA-CYMBALTA.970,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.971,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.972,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.973,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.974,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.975,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.976,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.977,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.978,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.979,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.98,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.980,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.981,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.982,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.984,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.989,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.990,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.991,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.994,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.995,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.997,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.998,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:CYMBALTA-CYMBALTA.999,forum,cadecv2,ANTIDEPRESSANT,0,forum,test,train,train,calib
cadecv2:DICLOFENAC-ARTHROTEC.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.10,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.101,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.102,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.103,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.104,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.105,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.106,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.108,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.109,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.111,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.112,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.113,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.114,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.115,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.118,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.119,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.12,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.121,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.124,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.125,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.128,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.13,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.130,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.132,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.133,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.134,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.135,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.136,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.137,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.138,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.139,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.14,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.140,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.141,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.143,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.144,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.146,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.147,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.148,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.149,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.15,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.16,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.17,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.18,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.2,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.22,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.23,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.24,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.25,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.26,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.27,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.28,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.29,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.30,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.31,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.32,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.35,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.37,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.38,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.39,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.4,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.41,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.42,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.43,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.44,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.46,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.47,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.48,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.49,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.5,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.50,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.51,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.52,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.53,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.56,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.57,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.58,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.6,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.61,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.63,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.64,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.66,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.67,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.68,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.69,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.7,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.70,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.71,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.72,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.73,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.74,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.76,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.77,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.79,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.8,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.80,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.81,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.83,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.84,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.85,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.86,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.87,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.88,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.89,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.9,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.90,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.91,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.92,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.93,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.95,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.96,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.97,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ARTHROTEC.98,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CAMBIA.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CAMBIA.2,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CAMBIA.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CAMBIA.4,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.10,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.2,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.4,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.5,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.6,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.8,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-CATAFLAM.9,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-DICLOFENACPOTASSIUM.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-DICLOFENACPOTASSIUM.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-DICLOFENACSODIUM.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-DICLOFENACSODIUM.2,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-DICLOFENACSODIUM.4,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-DICLOFENACSODIUM.5,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-DICLOFENACSODIUM.6,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-DICLOFENACSODIUM.7,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-FLECTOR.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-PENNSAID.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-PENNSAID.2,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-PENNSAID.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-PENNSAID.4,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-SOLARAZE.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-SOLARAZE.2,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-SOLARAZE.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.10,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.11,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.12,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.14,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.15,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.16,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.17,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.18,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.19,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.2,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.4,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.6,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN-XR.8,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.10,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.11,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.12,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.13,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.14,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.16,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.17,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.18,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.19,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.2,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.20,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.21,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.22,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.23,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.24,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.25,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.26,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.27,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.28,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.29,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.31,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.32,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.33,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.34,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.35,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.36,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.37,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.38,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.39,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.4,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.40,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.43,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.44,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.46,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.5,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.6,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.7,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-VOLTAREN.8,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ZIPSOR.1,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ZIPSOR.3,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ZIPSOR.4,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:DICLOFENAC-ZIPSOR.5,forum,cadecv2,NSAID,2,forum,train,calib,test,train
cadecv2:NEXIUM-NEXIUM.1,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.10,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.100,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.101,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.102,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.103,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.106,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.108,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.11,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.110,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.111,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.113,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.114,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.115,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.116,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.118,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.119,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.120,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.122,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.123,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.125,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.126,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.127,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.128,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.129,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.13,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.133,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.134,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
cadecv2:NEXIUM-NEXIUM.135,forum,cadecv2,ACID_RELATED,1,forum,calib,test,train,train
